company_name,fyear,predicted_status
C_259,2001.0,alive
C_259,2002.0,alive
C_259,2003.0,alive
C_259,2004.0,alive
C_259,2005.0,alive
C_259,2006.0,alive
C_259,2007.0,alive
C_259,2008.0,alive
C_259,2009.0,alive
C_259,2010.0,alive
C_259,2011.0,alive
C_259,2012.0,alive
C_259,2013.0,alive
C_259,2014.0,alive
C_259,2015.0,alive
C_259,2016.0,failed
C_259,2017.0,alive
C_259,2018.0,alive
C_264,1999.0,failed
C_264,2000.0,failed
C_264,2001.0,alive
C_264,2002.0,alive
C_264,2003.0,alive
C_264,2004.0,failed
C_264,2005.0,alive
C_264,2006.0,failed
C_264,2007.0,alive
C_264,2008.0,alive
C_264,2009.0,failed
C_264,2010.0,alive
C_264,2011.0,alive
C_264,2012.0,alive
C_264,2013.0,alive
C_264,2014.0,failed
C_264,2015.0,failed
C_264,2016.0,alive
C_264,2017.0,alive
C_264,2018.0,alive
C_267,1999.0,alive
C_267,2000.0,alive
C_267,2002.0,alive
C_267,2003.0,alive
C_267,2004.0,alive
C_267,2005.0,failed
C_267,2006.0,alive
C_267,2007.0,alive
C_279,1999.0,alive
C_279,2000.0,alive
C_279,2001.0,failed
C_279,2002.0,alive
C_279,2003.0,alive
C_279,2004.0,alive
C_279,2005.0,alive
C_279,2006.0,failed
C_280,1999.0,alive
C_280,2000.0,alive
C_280,2001.0,alive
C_280,2002.0,alive
C_280,2003.0,alive
C_280,2004.0,alive
C_280,2005.0,alive
C_280,2006.0,alive
C_280,2007.0,alive
C_280,2008.0,alive
C_280,2009.0,alive
C_280,2010.0,alive
C_280,2011.0,alive
C_280,2012.0,alive
C_280,2013.0,alive
C_280,2014.0,alive
C_280,2015.0,alive
C_280,2016.0,alive
C_280,2017.0,alive
C_284,1999.0,alive
C_284,2000.0,alive
C_284,2001.0,alive
C_284,2002.0,alive
C_284,2003.0,alive
C_284,2004.0,alive
C_284,2005.0,alive
C_284,2006.0,alive
C_284,2007.0,alive
C_284,2008.0,alive
C_284,2009.0,alive
C_284,2010.0,alive
C_284,2011.0,alive
C_284,2012.0,alive
C_284,2013.0,alive
C_284,2014.0,alive
C_284,2015.0,alive
C_284,2016.0,alive
C_284,2017.0,alive
C_284,2018.0,alive
C_292,1999.0,failed
C_292,2000.0,alive
C_292,2001.0,alive
C_292,2002.0,alive
C_292,2003.0,failed
C_292,2004.0,alive
C_292,2005.0,alive
C_292,2006.0,alive
C_292,2007.0,alive
C_292,2008.0,alive
C_292,2009.0,alive
C_292,2010.0,alive
C_292,2011.0,alive
C_292,2012.0,alive
C_292,2013.0,alive
C_292,2014.0,alive
C_292,2015.0,alive
C_292,2016.0,failed
C_292,2017.0,alive
C_292,2018.0,alive
C_295,1999.0,alive
C_299,1999.0,alive
C_299,2000.0,alive
C_299,2001.0,alive
C_299,2002.0,alive
C_299,2003.0,alive
C_303,2002.0,failed
C_303,2003.0,failed
C_303,2004.0,alive
C_303,2005.0,alive
C_305,1999.0,alive
C_305,2000.0,alive
C_305,2001.0,alive
C_305,2002.0,alive
C_305,2003.0,alive
C_305,2004.0,alive
C_305,2005.0,alive
C_305,2006.0,alive
C_305,2007.0,alive
C_305,2008.0,alive
C_305,2009.0,alive
C_305,2010.0,alive
C_305,2011.0,alive
C_305,2012.0,alive
C_305,2013.0,alive
C_305,2014.0,alive
C_305,2015.0,alive
C_305,2016.0,alive
C_305,2017.0,alive
C_305,2018.0,alive
C_310,1999.0,alive
C_310,2000.0,alive
C_310,2002.0,alive
C_310,2003.0,alive
C_310,2004.0,alive
C_318,1999.0,alive
C_318,2000.0,alive
C_318,2001.0,alive
C_318,2002.0,alive
C_318,2003.0,alive
C_318,2004.0,alive
C_318,2005.0,alive
C_318,2006.0,alive
C_318,2007.0,alive
C_318,2008.0,alive
C_318,2009.0,alive
C_318,2010.0,alive
C_318,2011.0,alive
C_318,2012.0,alive
C_318,2013.0,alive
C_318,2014.0,alive
C_318,2015.0,alive
C_318,2016.0,alive
C_318,2017.0,alive
C_318,2018.0,alive
C_321,1999.0,alive
C_321,2000.0,alive
C_324,1999.0,alive
C_324,2000.0,alive
C_324,2001.0,alive
C_324,2002.0,alive
C_324,2003.0,alive
C_324,2004.0,alive
C_324,2005.0,alive
C_324,2006.0,alive
C_324,2007.0,alive
C_324,2008.0,alive
C_324,2009.0,alive
C_324,2010.0,alive
C_324,2011.0,alive
C_324,2012.0,alive
C_324,2013.0,alive
C_333,1999.0,alive
C_333,2000.0,alive
C_333,2001.0,alive
C_333,2002.0,alive
C_333,2003.0,alive
C_333,2004.0,alive
C_333,2005.0,alive
C_333,2006.0,alive
C_333,2007.0,alive
C_333,2008.0,alive
C_333,2009.0,alive
C_333,2010.0,alive
C_333,2011.0,alive
C_333,2012.0,alive
C_333,2013.0,alive
C_333,2014.0,alive
C_333,2015.0,alive
C_333,2016.0,alive
C_333,2017.0,alive
C_340,1999.0,alive
C_340,2000.0,alive
C_347,1999.0,alive
C_347,2000.0,alive
C_347,2001.0,alive
C_347,2002.0,alive
C_347,2003.0,alive
C_348,2013.0,alive
C_348,2014.0,alive
C_348,2015.0,alive
C_348,2016.0,alive
C_348,2017.0,alive
C_348,2018.0,alive
C_352,1999.0,alive
C_352,2000.0,alive
C_352,2001.0,alive
C_352,2003.0,alive
C_352,2004.0,alive
C_352,2005.0,alive
C_352,2006.0,alive
C_352,2007.0,alive
C_352,2008.0,alive
C_352,2009.0,alive
C_352,2010.0,failed
C_352,2011.0,alive
C_352,2012.0,alive
C_352,2013.0,alive
C_352,2014.0,alive
C_352,2015.0,alive
C_352,2016.0,alive
C_352,2017.0,alive
C_352,2018.0,alive
C_355,1999.0,alive
C_355,2000.0,alive
C_355,2001.0,alive
C_355,2002.0,alive
C_355,2003.0,alive
C_355,2004.0,alive
C_355,2005.0,alive
C_355,2006.0,alive
C_355,2007.0,alive
C_355,2008.0,alive
C_355,2009.0,alive
C_355,2010.0,failed
C_355,2011.0,alive
C_355,2012.0,alive
C_355,2013.0,alive
C_357,1999.0,alive
C_357,2000.0,alive
C_357,2001.0,alive
C_357,2002.0,alive
C_357,2003.0,alive
C_357,2004.0,alive
C_361,1999.0,alive
C_364,1999.0,alive
C_373,1999.0,alive
C_373,2000.0,alive
C_373,2001.0,alive
C_373,2002.0,failed
C_373,2003.0,alive
C_373,2004.0,alive
C_373,2005.0,alive
C_377,1999.0,alive
C_377,2000.0,alive
C_377,2001.0,alive
C_377,2002.0,alive
C_377,2003.0,alive
C_377,2004.0,alive
C_377,2005.0,alive
C_377,2006.0,alive
C_377,2007.0,alive
C_377,2008.0,alive
C_377,2009.0,alive
C_377,2010.0,alive
C_377,2011.0,alive
C_377,2012.0,alive
C_377,2013.0,alive
C_377,2014.0,alive
C_377,2015.0,alive
C_377,2016.0,alive
C_377,2017.0,alive
C_383,1999.0,alive
C_383,2000.0,alive
C_383,2001.0,alive
C_383,2002.0,alive
C_387,1999.0,alive
C_387,2000.0,alive
C_387,2001.0,alive
C_387,2002.0,alive
C_387,2003.0,alive
C_387,2004.0,alive
C_387,2005.0,alive
C_387,2006.0,alive
C_387,2007.0,alive
C_387,2008.0,alive
C_387,2009.0,alive
C_387,2010.0,alive
C_387,2011.0,alive
C_387,2012.0,alive
C_397,1999.0,alive
C_397,2000.0,alive
C_397,2001.0,alive
C_397,2002.0,alive
C_397,2003.0,alive
C_397,2004.0,alive
C_397,2005.0,alive
C_397,2006.0,alive
C_397,2007.0,alive
C_397,2008.0,alive
C_397,2009.0,alive
C_397,2010.0,alive
C_397,2011.0,alive
C_397,2012.0,alive
C_397,2013.0,alive
C_397,2014.0,alive
C_397,2015.0,alive
C_397,2016.0,alive
C_397,2017.0,alive
C_397,2018.0,alive
C_400,1999.0,alive
C_400,2000.0,alive
C_400,2001.0,failed
C_400,2002.0,failed
C_400,2003.0,failed
C_400,2004.0,alive
C_400,2005.0,alive
C_400,2006.0,alive
C_400,2007.0,alive
C_400,2008.0,alive
C_400,2009.0,alive
C_400,2010.0,alive
C_400,2011.0,alive
C_400,2012.0,alive
C_400,2013.0,alive
C_400,2014.0,alive
C_400,2015.0,alive
C_400,2016.0,alive
C_400,2017.0,alive
C_400,2018.0,alive
C_407,1999.0,alive
C_407,2000.0,alive
C_407,2001.0,alive
C_407,2002.0,alive
C_407,2003.0,alive
C_407,2004.0,alive
C_407,2005.0,alive
C_407,2006.0,alive
C_407,2007.0,alive
C_407,2008.0,alive
C_407,2009.0,alive
C_407,2010.0,alive
C_407,2011.0,alive
C_407,2012.0,alive
C_407,2013.0,alive
C_407,2014.0,alive
C_407,2015.0,alive
C_407,2016.0,alive
C_407,2017.0,alive
C_407,2018.0,alive
C_411,1999.0,failed
C_415,1999.0,alive
C_415,2000.0,alive
C_415,2001.0,alive
C_415,2002.0,alive
C_415,2003.0,alive
C_415,2004.0,alive
C_415,2005.0,alive
C_415,2006.0,alive
C_415,2007.0,alive
C_415,2008.0,alive
C_415,2009.0,alive
C_415,2010.0,alive
C_415,2011.0,alive
C_415,2012.0,alive
C_415,2013.0,alive
C_415,2014.0,alive
C_415,2015.0,alive
C_415,2016.0,alive
C_415,2017.0,alive
C_415,2018.0,alive
C_421,1999.0,alive
C_421,2000.0,alive
C_421,2001.0,alive
C_421,2002.0,alive
C_432,1999.0,alive
C_432,2000.0,alive
C_432,2001.0,alive
C_432,2002.0,alive
C_437,1999.0,alive
C_437,2000.0,alive
C_437,2001.0,alive
C_437,2002.0,alive
C_437,2003.0,alive
C_437,2004.0,alive
C_437,2005.0,alive
C_437,2006.0,alive
C_437,2007.0,alive
C_437,2008.0,alive
C_437,2009.0,alive
C_437,2010.0,alive
C_437,2011.0,alive
C_437,2012.0,alive
C_437,2013.0,alive
C_437,2014.0,alive
C_437,2015.0,alive
C_437,2016.0,alive
C_437,2017.0,alive
C_437,2018.0,alive
C_440,1999.0,alive
C_440,2000.0,alive
C_440,2001.0,alive
C_440,2002.0,alive
C_440,2003.0,alive
C_440,2004.0,alive
C_440,2005.0,alive
C_440,2006.0,alive
C_440,2007.0,alive
C_440,2008.0,alive
C_440,2009.0,alive
C_440,2010.0,alive
C_444,1999.0,alive
C_444,2002.0,failed
C_444,2003.0,failed
C_444,2004.0,alive
C_444,2005.0,alive
C_444,2006.0,alive
C_444,2007.0,failed
C_444,2008.0,alive
C_444,2009.0,alive
C_444,2010.0,failed
C_444,2011.0,alive
C_444,2012.0,alive
C_445,1999.0,alive
C_445,2000.0,alive
C_445,2001.0,alive
C_445,2002.0,alive
C_445,2003.0,failed
C_447,1999.0,alive
C_447,2000.0,alive
C_447,2001.0,alive
C_447,2002.0,alive
C_447,2003.0,alive
C_447,2004.0,alive
C_447,2005.0,alive
C_447,2006.0,alive
C_447,2007.0,alive
C_447,2008.0,alive
C_447,2009.0,alive
C_447,2010.0,alive
C_447,2011.0,alive
C_447,2012.0,alive
C_447,2013.0,alive
C_447,2014.0,alive
C_447,2015.0,alive
C_447,2016.0,alive
C_447,2017.0,alive
C_451,1999.0,alive
C_451,2000.0,alive
C_451,2001.0,alive
C_451,2002.0,failed
C_451,2003.0,alive
C_458,1999.0,alive
C_458,2000.0,alive
C_458,2001.0,alive
C_458,2002.0,alive
C_458,2003.0,alive
C_458,2004.0,alive
C_458,2005.0,alive
C_458,2006.0,alive
C_458,2007.0,alive
C_459,1999.0,alive
C_459,2000.0,alive
C_459,2001.0,alive
C_459,2002.0,alive
C_459,2003.0,alive
C_459,2004.0,alive
C_459,2005.0,alive
C_461,1999.0,alive
C_464,1999.0,alive
C_464,2000.0,alive
C_464,2001.0,alive
C_464,2002.0,alive
C_464,2003.0,alive
C_464,2004.0,alive
C_464,2005.0,alive
C_464,2006.0,alive
C_464,2007.0,alive
C_464,2008.0,alive
C_464,2009.0,alive
C_464,2010.0,alive
C_464,2011.0,alive
C_464,2012.0,alive
C_464,2013.0,alive
C_464,2014.0,alive
C_464,2015.0,alive
C_464,2016.0,alive
C_464,2017.0,alive
C_464,2018.0,alive
C_466,1999.0,alive
C_466,2000.0,alive
C_466,2001.0,alive
C_466,2002.0,alive
C_466,2003.0,alive
C_466,2004.0,alive
C_466,2005.0,alive
C_466,2006.0,failed
C_466,2007.0,alive
C_466,2008.0,alive
C_466,2009.0,failed
C_466,2010.0,alive
C_466,2011.0,alive
C_466,2012.0,alive
C_466,2013.0,alive
C_466,2014.0,alive
C_466,2015.0,alive
C_466,2016.0,alive
C_466,2017.0,alive
C_466,2018.0,alive
C_472,1999.0,alive
C_472,2000.0,alive
C_472,2001.0,alive
C_472,2002.0,alive
C_472,2003.0,alive
C_472,2004.0,alive
C_478,2002.0,alive
C_478,2003.0,alive
C_478,2004.0,alive
C_478,2005.0,alive
C_478,2006.0,alive
C_478,2007.0,alive
C_496,1999.0,alive
C_499,1999.0,alive
C_499,2000.0,alive
C_499,2001.0,alive
C_499,2002.0,alive
C_499,2003.0,alive
C_499,2004.0,alive
C_499,2006.0,alive
C_499,2007.0,alive
C_499,2008.0,alive
C_499,2009.0,alive
C_499,2010.0,alive
C_499,2011.0,alive
C_499,2012.0,alive
C_499,2013.0,alive
C_504,1999.0,failed
C_505,1999.0,alive
C_505,2000.0,failed
C_505,2001.0,alive
C_505,2002.0,alive
C_505,2003.0,alive
C_505,2004.0,alive
C_505,2005.0,alive
C_505,2006.0,alive
C_509,1999.0,alive
C_511,1999.0,alive
C_511,2000.0,alive
C_511,2001.0,alive
C_511,2002.0,alive
C_511,2003.0,alive
C_511,2004.0,alive
C_511,2005.0,alive
C_511,2006.0,alive
C_511,2007.0,alive
C_511,2008.0,alive
C_511,2009.0,alive
C_511,2010.0,alive
C_511,2011.0,alive
C_511,2012.0,alive
C_511,2013.0,alive
C_511,2014.0,alive
C_511,2015.0,alive
C_511,2016.0,alive
C_511,2017.0,alive
C_511,2018.0,alive
C_513,1999.0,alive
C_513,2000.0,alive
C_513,2001.0,alive
C_513,2002.0,alive
C_513,2003.0,alive
C_513,2004.0,alive
C_513,2005.0,alive
C_513,2006.0,alive
C_513,2007.0,alive
C_513,2008.0,alive
C_513,2009.0,alive
C_513,2010.0,alive
C_513,2011.0,alive
C_513,2012.0,alive
C_513,2013.0,alive
C_513,2014.0,alive
C_513,2015.0,alive
C_513,2016.0,alive
C_513,2017.0,alive
C_513,2018.0,alive
C_523,1999.0,alive
C_523,2000.0,alive
C_523,2001.0,alive
C_523,2002.0,alive
C_523,2003.0,alive
C_523,2004.0,alive
C_523,2005.0,alive
C_523,2006.0,alive
C_523,2007.0,alive
C_523,2008.0,alive
C_523,2009.0,alive
C_523,2012.0,alive
C_523,2013.0,alive
C_523,2014.0,alive
C_523,2015.0,alive
C_523,2016.0,alive
C_523,2017.0,alive
C_523,2018.0,alive
C_530,1999.0,alive
C_530,2000.0,alive
C_530,2001.0,alive
C_530,2002.0,alive
C_530,2003.0,alive
C_530,2004.0,failed
C_530,2005.0,alive
C_530,2006.0,alive
C_530,2007.0,alive
C_530,2008.0,alive
C_530,2009.0,alive
C_530,2010.0,alive
C_530,2011.0,alive
C_530,2012.0,alive
C_530,2013.0,alive
C_530,2014.0,alive
C_537,1999.0,alive
C_537,2000.0,alive
C_537,2001.0,alive
C_537,2002.0,alive
C_537,2003.0,alive
C_537,2004.0,alive
C_537,2005.0,alive
C_542,1999.0,alive
C_542,2000.0,failed
C_542,2001.0,alive
C_542,2002.0,alive
C_542,2004.0,alive
C_542,2005.0,alive
C_542,2006.0,failed
C_542,2008.0,failed
C_542,2009.0,alive
C_542,2010.0,alive
C_542,2011.0,alive
C_542,2012.0,failed
C_542,2013.0,failed
C_542,2014.0,alive
C_542,2015.0,alive
C_542,2016.0,alive
C_542,2017.0,failed
C_542,2018.0,alive
C_547,1999.0,alive
C_547,2000.0,failed
C_547,2001.0,alive
C_547,2002.0,alive
C_547,2003.0,failed
C_550,1999.0,alive
C_550,2000.0,alive
C_550,2001.0,alive
C_550,2002.0,alive
C_550,2003.0,alive
C_550,2004.0,alive
C_550,2005.0,alive
C_555,1999.0,alive
C_555,2000.0,alive
C_555,2001.0,alive
C_555,2002.0,alive
C_555,2003.0,alive
C_555,2004.0,alive
C_555,2005.0,alive
C_555,2006.0,alive
C_555,2007.0,alive
C_555,2008.0,alive
C_558,1999.0,alive
C_558,2000.0,alive
C_558,2001.0,alive
C_563,1999.0,alive
C_563,2000.0,alive
C_563,2001.0,alive
C_563,2002.0,alive
C_563,2003.0,alive
C_563,2004.0,alive
C_563,2005.0,failed
C_563,2006.0,failed
C_563,2007.0,alive
C_563,2008.0,failed
C_563,2009.0,alive
C_563,2010.0,failed
C_563,2011.0,alive
C_563,2012.0,failed
C_563,2013.0,alive
C_563,2014.0,failed
C_563,2015.0,alive
C_563,2016.0,alive
C_563,2017.0,alive
C_563,2018.0,alive
C_576,1999.0,alive
C_576,2000.0,alive
C_576,2001.0,alive
C_576,2002.0,alive
C_576,2003.0,alive
C_576,2004.0,alive
C_576,2005.0,alive
C_576,2006.0,alive
C_576,2007.0,alive
C_576,2008.0,alive
C_576,2009.0,alive
C_576,2010.0,alive
C_576,2011.0,failed
C_576,2012.0,alive
C_576,2013.0,alive
C_576,2014.0,alive
C_576,2015.0,alive
C_576,2016.0,alive
C_576,2017.0,alive
C_576,2018.0,alive
C_582,2009.0,alive
C_582,2010.0,alive
C_582,2011.0,alive
C_582,2012.0,alive
C_582,2013.0,alive
C_582,2014.0,alive
C_582,2015.0,alive
C_582,2016.0,alive
C_582,2017.0,alive
C_582,2018.0,alive
C_584,1999.0,alive
C_584,2000.0,alive
C_584,2001.0,alive
